verb,meaning,tense,pronoun,form,page
Peser,weigh,futur antérieur,Ils/elles,auront pesé,36
Peser,weigh,conditionnel présent,Je,pèserais,36
Peser,weigh,conditionnel passé,J',aurais pesé,36
Peser,weigh,conditionnel présent,Tu,pèserais,36
Peser,weigh,conditionnel passé,Tu,aurais pesé,36
Peser,weigh,conditionnel présent,Il/elle,pèserait,36
Peser,weigh,conditionnel passé,Il/elle,aurait pesé,36
Peser,weigh,conditionnel présent,Nous,pèserions,36
Peser,weigh,conditionnel passé,Nous,aurions pesé,36
Peser,weigh,conditionnel présent,Vous,pèseriez,36
Peser,weigh,conditionnel passé,Vous,auriez pesé,36
Peser,weigh,conditionnel présent,Ils/elles,pèseraient,36
Peser,weigh,conditionnel passé,Ils/elles,auraient pesé,36
Peser,weigh,subjonctif présent,Que je,pèse,36
Peser,weigh,impératif présent,Tu,Pèse,36
Peser,weigh,subjonctif présent,Que tu,pèses,36
Peser,weigh,impératif présent,Nous,Pesons,36
Peser,weigh,subjonctif présent,Qu'il/elle,pèse,36
Peser,weigh,impératif présent,Vous,Pesez,36
Peser,weigh,subjonctif présent,Que nous,pesions,36
Peser,weigh,subjonctif présent,Que vous,pesiez,36
Peser,weigh,subjonctif présent,Qu'ils/elles,pèsent,36
Achever,complete,présent,J',achève,37
Achever,complete,passé composé,J',ai achevé,37
Achever,complete,imparfait,J',achevais,37
Achever,complete,plus-que-parfait,J',avais achevé,37
Achever,complete,présent,Tu,achèves,37
Achever,complete,passé composé,Tu,as achevé,37
Achever,complete,imparfait,Tu,achevais,37
Achever,complete,plus-que-parfait,Tu,avais achevé,37
Achever,complete,présent,Il/elle,achève,37
Achever,complete,passé composé,Il/elle,a achevé,37
Achever,complete,imparfait,Il/elle,achevait,37
Achever,complete,plus-que-parfait,Il/elle,avait achevé,37
Achever,complete,présent,Nous,achevons,37
Achever,complete,passé composé,Nous,avons achevé,37
Achever,complete,imparfait,Nous,achevions,37
Achever,complete,plus-que-parfait,Nous,avions achevé,37
Achever,complete,présent,Vous,achevez,37
Achever,complete,passé composé,Vous,avez achevé,37
Achever,complete,imparfait,Vous,acheviez,37
Achever,complete,plus-que-parfait,Vous,aviez achevé,37
Achever,complete,présent,Ils/elles,achèvent,37
Achever,complete,passé composé,Ils/elles,ont achevé,37
Achever,complete,imparfait,Ils/elles,achevaient,37
Achever,complete,plus-que-parfait,Ils/elles,avaient achevé,37
Achever,complete,futur simple,J',achèverai,37
Achever,complete,futur antérieur,J',aurai achevé,37
Achever,complete,futur simple,Tu,achèveras,37
Achever,complete,futur antérieur,Tu,auras achevé,37
Achever,complete,futur simple,Il/elle,achèvera,37
Achever,complete,futur antérieur,Il/elle,aura achevé,37
Achever,complete,futur simple,Nous,achèverons,37
Achever,complete,futur antérieur,Nous,aurons achevé,37
Achever,complete,futur simple,Vous,achèverez,37
Achever,complete,futur antérieur,Vous,aurez achevé,37
Achever,complete,futur simple,Ils/elles,achèveront,37
Achever,complete,futur antérieur,Ils/elles,auront achevé,37
Achever,complete,conditionnel présent,J',achèverais,37
Achever,complete,conditionnel passé,J',aurais achevé,37
Achever,complete,conditionnel présent,Tu,achèverais,37
Achever,complete,conditionnel passé,Tu,aurais achevé,37
Achever,complete,conditionnel présent,Il/elle,achèverait,37
Achever,complete,conditionnel passé,Il/elle,aurait achevé,37
Achever,complete,conditionnel présent,Nous,achèverions,37
Achever,complete,conditionnel passé,Nous,aurions achevé,37
Achever,complete,conditionnel présent,Vous,achèveriez,37
Achever,complete,conditionnel passé,Vous,auriez achevé,37
Achever,complete,conditionnel présent,Ils/elles,achèveraient,37
Achever,complete,conditionnel passé,Ils/elles,auraient achevé,37
Achever,complete,conditionnel présent,Tu,),37
Achever,complete,subjonctif présent,Que tu,achèves,37
Achever,complete,impératif présent,Nous,Achevons,37
Achever,complete,subjonctif présent,Qu'il/elle,achève,37
Achever,complete,impératif présent,Vous,Achevez,37
Achever,complete,subjonctif présent,Que nous,achevions,37
Achever,complete,subjonctif présent,Que vous,acheviez,37
Achever,complete,subjonctif présent,Qu'ils/elles,achèvent,37
Céder,give,présent,Je,cède,38
Céder,give,passé composé,J',ai cédé,38
Céder,give,imparfait,Je,cédais,38
Céder,give,plus-que-parfait,J',avais cédé,38
Céder,give,présent,Tu,cèdes,38
Céder,give,passé composé,Tu,as cédé,38
Céder,give,imparfait,Tu,cédais,38
Céder,give,plus-que-parfait,Tu,avais cédé,38
Céder,give,présent,Il/elle,cède,38
Céder,give,passé composé,Il/elle,a cédé,38
Céder,give,imparfait,Il/elle,cédait,38
Céder,give,plus-que-parfait,Il/elle,avait cédé,38
Céder,give,présent,Nous,cédons,38
Céder,give,passé composé,Nous,avons cédé,38
Céder,give,imparfait,Nous,cédions,38
Céder,give,plus-que-parfait,Nous,avions cédé,38
Céder,give,présent,Vous,cédez,38
Céder,give,passé composé,Vous,avez cédé,38
Céder,give,imparfait,Vous,cédiez,38
Céder,give,plus-que-parfait,Vous,aviez cédé,38
Céder,give,présent,Ils/elles,cèdent,38
Céder,give,passé composé,Ils/elles,ont cédé,38
Céder,give,imparfait,Ils/elles,cédaient,38
Céder,give,plus-que-parfait,Ils/elles,avaient cédé,38
Céder,give,futur simple,Je,céderai,38
Céder,give,futur antérieur,J',aurai cédé,38
Céder,give,futur simple,Tu,céderas,38
Céder,give,futur antérieur,Tu,auras cédé,38
Céder,give,futur simple,Il/elle,cédera,38
Céder,give,futur antérieur,Il/elle,aura cédé,38
Céder,give,futur simple,Nous,céderons,38
Céder,give,futur antérieur,Nous,aurons cédé,38
Céder,give,futur simple,Vous,céderez,38
Céder,give,futur antérieur,Vous,aurez cédé,38
Céder,give,futur simple,Ils/elles,céderont,38
Céder,give,futur antérieur,Ils/elles,auront cédé,38
Céder,give,conditionnel présent,Je,céderais,38
Céder,give,conditionnel passé,J',aurais cédé,38
Céder,give,conditionnel présent,Tu,céderais,38
Céder,give,conditionnel passé,Tu,aurais cédé,38
Céder,give,conditionnel présent,Il/elle,céderait,38
Céder,give,conditionnel passé,Il/elle,aurait cédé,38
Céder,give,conditionnel présent,Nous,céderions,38
Céder,give,conditionnel passé,Nous,aurions cédé,38
Céder,give,conditionnel présent,Vous,céderiez,38
Céder,give,conditionnel passé,Vous,auriez cédé,38
Céder,give,conditionnel présent,Ils/elles,céderaient,38
Céder,give,conditionnel passé,Ils/elles,auraient cédé,38
Céder,give,subjonctif présent,Que je,cède,38
Céder,give,impératif présent,Tu,Cède,38
Céder,give,subjonctif présent,Que tu,cèdes,38
Céder,give,impératif présent,Nous,Cédons,38
Céder,give,subjonctif présent,Qu'il/elle,cède,38
Céder,give,impératif présent,Vous,Cédez,38
Céder,give,subjonctif présent,Que nous,cédions,38
Céder,give,subjonctif présent,Que vous,cédiez,38
Céder,give,subjonctif présent,Qu'ils/elles,cèdent,38
Espérer,hope,présent,J',espère,39
Espérer,hope,passé composé,J',ai espéré,39
Espérer,hope,imparfait,J',espérais,39
Espérer,hope,plus-que-parfait,J',avais espéré,39
Espérer,hope,présent,Tu,espères,39
Espérer,hope,passé composé,Tu,as espéré,39
Espérer,hope,imparfait,Tu,espérais,39
Espérer,hope,plus-que-parfait,Tu,avais espéré,39
Espérer,hope,présent,Il/elle,espère,39
Espérer,hope,passé composé,Il/elle,a espéré,39
Espérer,hope,imparfait,Il/elle,espérait,39
Espérer,hope,plus-que-parfait,Il/elle,avait espéré,39
Espérer,hope,présent,Nous,espérons,39
Espérer,hope,passé composé,Nous,avons espéré,39
Espérer,hope,imparfait,Nous,espérions,39
Espérer,hope,plus-que-parfait,Nous,avions espéré,39
Espérer,hope,présent,Vous,espérez,39
Espérer,hope,passé composé,Vous,avez espéré,39
Espérer,hope,imparfait,Vous,espériez,39
Espérer,hope,plus-que-parfait,Vous,aviez espéré,39
Espérer,hope,présent,Ils/elles,espèrent,39
Espérer,hope,passé composé,Ils/elles,ont espéré,39
Espérer,hope,imparfait,Ils/elles,espéraient,39
Espérer,hope,plus-que-parfait,Ils/elles,avaient espéré,39
Espérer,hope,futur simple,J',espérerai,39
Espérer,hope,futur antérieur,J',aurai espéré,39
Espérer,hope,futur simple,Tu,espéreras,39
Espérer,hope,futur antérieur,Tu,auras espéré,39
Espérer,hope,futur simple,Il/elle,espérera,39
Espérer,hope,futur antérieur,Il/elle,aura espéré,39
Espérer,hope,futur simple,Nous,espérerons,39
Espérer,hope,futur antérieur,Nous,aurons espéré,39
Espérer,hope,futur simple,Vous,espérerez,39
Espérer,hope,futur antérieur,Vous,aurez espéré,39
Espérer,hope,futur simple,Ils/elles,espéreront,39
Espérer,hope,futur antérieur,Ils/elles,auront espéré,39
Espérer,hope,conditionnel présent,J',espérerais,39
Espérer,hope,conditionnel passé,J',aurais espéré,39
Espérer,hope,conditionnel présent,Tu,espérerais,39
Espérer,hope,conditionnel passé,Tu,aurais espéré,39
Espérer,hope,conditionnel présent,Il/elle,espérerait,39
Espérer,hope,conditionnel passé,Il/elle,aurait espéré,39
Espérer,hope,conditionnel présent,Nous,espérerions,39
Espérer,hope,conditionnel passé,Nous,aurions espéré,39
Espérer,hope,conditionnel présent,Vous,espéreriez,39
Espérer,hope,conditionnel passé,Vous,auriez espéré,39
Espérer,hope,conditionnel présent,Ils/elles,espéreraient,39
Espérer,hope,conditionnel passé,Ils/elles,auraient espéré,39
Espérer,hope,conditionnel présent,Tu,),39
Espérer,hope,subjonctif présent,Que tu,espères,39
Espérer,hope,impératif présent,Nous,Espérons,39
Espérer,hope,subjonctif présent,Qu'il/elle,espère,39
Espérer,hope,impératif présent,Vous,Espérez,39
Espérer,hope,subjonctif présent,Que nous,espérions,39
Espérer,hope,subjonctif présent,Que vous,espériez,39
Espérer,hope,subjonctif présent,Qu'ils/elles,espèrent,39
Compléter,complete,présent,Je,complète,40
Compléter,complete,passé composé,J',ai complété,40
Compléter,complete,imparfait,Je,complétais,40
Compléter,complete,plus-que-parfait,J',avais complété,40
Compléter,complete,présent,Tu,complètes,40
Compléter,complete,passé composé,Tu,as complété,40
Compléter,complete,imparfait,Tu,complétais,40
Compléter,complete,plus-que-parfait,Tu,avais complété,40
Compléter,complete,présent,Il/elle,complète,40
Compléter,complete,passé composé,Il/elle,a complété,40
Compléter,complete,imparfait,Il/elle,complétait,40
Compléter,complete,plus-que-parfait,Il/elle,avait complété,40
Compléter,complete,présent,Nous,complétons,40
Compléter,complete,passé composé,Nous,avons complété,40
Compléter,complete,imparfait,Nous,complétions,40
Compléter,complete,plus-que-parfait,Nous,avions complété,40
Compléter,complete,présent,Vous,complétez,40
Compléter,complete,passé composé,Vous,avez complété,40
Compléter,complete,imparfait,Vous,complétiez,40
Compléter,complete,plus-que-parfait,Vous,aviez complété,40
Compléter,complete,présent,Ils/elles,complètent,40
Compléter,complete,passé composé,Ils/elles,ont complété,40
Compléter,complete,imparfait,Ils/elles,complétaient,40
Compléter,complete,plus-que-parfait,Ils/elles,avaient complété,40
Compléter,complete,futur simple,Je,compléterai,40
Compléter,complete,futur antérieur,J',aurai complété,40
Compléter,complete,futur simple,Tu,compléteras,40
Compléter,complete,futur antérieur,Tu,auras complété,40
Compléter,complete,futur simple,Il/elle,complétera,40
Compléter,complete,futur antérieur,Il/elle,aura complété,40
Compléter,complete,futur simple,Nous,compléterons,40
Compléter,complete,futur antérieur,Nous,aurons complété,40
Compléter,complete,futur simple,Vous,compléterez,40
Compléter,complete,futur antérieur,Vous,aurez complété,40
Compléter,complete,futur simple,Ils/elles,compléteront,40
Compléter,complete,futur antérieur,Ils/elles,auront complété,40
Compléter,complete,conditionnel présent,Je,compléterais,40
Compléter,complete,conditionnel passé,J',aurais complété,40
Compléter,complete,conditionnel présent,Tu,compléterais,40
Compléter,complete,conditionnel passé,Tu,aurais complété,40
Compléter,complete,conditionnel présent,Il/elle,compléterait,40
Compléter,complete,conditionnel passé,Il/elle,aurait complété,40
Compléter,complete,conditionnel présent,Nous,compléterions,40
Compléter,complete,conditionnel passé,Nous,aurions complété,40
Compléter,complete,conditionnel présent,Vous,compléteriez,40
Compléter,complete,conditionnel passé,Vous,auriez complété,40
Compléter,complete,conditionnel présent,Ils/elles,compléteraient,40
Compléter,complete,conditionnel passé,Ils/elles,auraient complété,40
Compléter,complete,subjonctif présent,Que je,complète,40
Compléter,complete,impératif présent,Tu,Complète,40
Compléter,complete,subjonctif présent,Que tu,complètes,40
Compléter,complete,impératif présent,Nous,Complétons,40
Compléter,complete,subjonctif présent,Qu'il/elle,complète,40
Compléter,complete,impératif présent,Vous,Complétez,40
Compléter,complete,subjonctif présent,Que nous,complétions,40
Compléter,complete,subjonctif présent,Que vous,complétiez,40
Compléter,complete,subjonctif présent,Qu'ils/elles,complètent,40
Pénétrer,penetrate,présent,Je,pénètre,41
Pénétrer,penetrate,passé composé,J',ai pénétré,41
Pénétrer,penetrate,imparfait,Je,pénétrais,41
Pénétrer,penetrate,plus-que-parfait,J',avais pénétré,41
Pénétrer,penetrate,présent,Tu,pénètres,41
Pénétrer,penetrate,passé composé,Tu,as pénétré,41
Pénétrer,penetrate,imparfait,Tu,pénétrais,41
Pénétrer,penetrate,plus-que-parfait,Tu,avais pénétré,41
Pénétrer,penetrate,présent,Il/elle,pénètre,41
Pénétrer,penetrate,passé composé,Il/elle,a pénétré,41
Pénétrer,penetrate,imparfait,Il/elle,pénétrait,41
Pénétrer,penetrate,plus-que-parfait,Il/elle,avait pénétré,41
Pénétrer,penetrate,présent,Nous,pénétrons,41
Pénétrer,penetrate,passé composé,Nous,avons pénétré,41
Pénétrer,penetrate,imparfait,Nous,pénétrions,41
Pénétrer,penetrate,plus-que-parfait,Nous,avions pénétré,41
Pénétrer,penetrate,présent,Vous,pénétrez,41
Pénétrer,penetrate,passé composé,Vous,avez pénétré,41
Pénétrer,penetrate,imparfait,Vous,pénétriez,41
Pénétrer,penetrate,plus-que-parfait,Vous,aviez pénétré,41
Pénétrer,penetrate,présent,Ils/elles,pénètrent,41
Pénétrer,penetrate,passé composé,Ils/elles,ont pénétré,41
Pénétrer,penetrate,imparfait,Ils/elles,pénétraient,41
Pénétrer,penetrate,plus-que-parfait,Ils/elles,avaient pénétré,41
Pénétrer,penetrate,futur simple,Je,pénétrerai,41
Pénétrer,penetrate,futur antérieur,J',aurai pénétré,41
Pénétrer,penetrate,futur simple,Tu,pénétreras,41
Pénétrer,penetrate,futur antérieur,Tu,auras pénétré,41
Pénétrer,penetrate,futur simple,Il/elle,pénétrera,41
Pénétrer,penetrate,futur antérieur,Il/elle,aura pénétré,41
Pénétrer,penetrate,futur simple,Nous,pénétrerons,41
Pénétrer,penetrate,futur antérieur,Nous,aurons pénétré,41
Pénétrer,penetrate,futur simple,Vous,pénétrerez,41
Pénétrer,penetrate,futur antérieur,Vous,aurez pénétré,41
Pénétrer,penetrate,futur simple,Ils/elles,pénétreront,41
Pénétrer,penetrate,futur antérieur,Ils/elles,auront pénétré,41
Pénétrer,penetrate,conditionnel présent,Je,pénétrerais,41
Pénétrer,penetrate,conditionnel passé,J',aurais pénétré,41
Pénétrer,penetrate,conditionnel présent,Tu,pénétrerais,41
Pénétrer,penetrate,conditionnel passé,Tu,aurais pénétré,41
Pénétrer,penetrate,conditionnel présent,Il/elle,pénétrerait,41
Pénétrer,penetrate,conditionnel passé,Il/elle,aurait pénétré,41
Pénétrer,penetrate,conditionnel présent,Nous,pénétrerions,41
Pénétrer,penetrate,conditionnel passé,Nous,aurions pénétré,41
Pénétrer,penetrate,conditionnel présent,Vous,pénétreriez,41
Pénétrer,penetrate,conditionnel passé,Vous,auriez pénétré,41
Pénétrer,penetrate,conditionnel présent,Ils/elles,pénétreraient,41
Pénétrer,penetrate,conditionnel passé,Ils/elles,auraient pénétré,41
Pénétrer,penetrate,subjonctif présent,Que je,pénètre,41
Pénétrer,penetrate,impératif présent,Tu,Pénètre,41
Pénétrer,penetrate,subjonctif présent,Que tu,pénètres,41
Pénétrer,penetrate,impératif présent,Nous,Pénétrons,41
Pénétrer,penetrate,subjonctif présent,Qu'il/elle,pénètre,41
Pénétrer,penetrate,impératif présent,Vous,Pénétrez,41
Pénétrer,penetrate,subjonctif présent,Que nous,pénétrions,41
Pénétrer,penetrate,subjonctif présent,Que vous,pénétriez,41
Pénétrer,penetrate,subjonctif présent,Qu'ils/elles,pénètrent,41
Appeler,call,présent,J',appelle,42
Appeler,call,passé composé,J',ai appelé,42
Appeler,call,imparfait,J',appelais,42
Appeler,call,plus-que-parfait,J',avais appelé,42
Appeler,call,présent,Tu,appelles,42
Appeler,call,passé composé,Tu,as appelé,42
Appeler,call,imparfait,Tu,appelais,42
Appeler,call,plus-que-parfait,Tu,avais appelé,42
Appeler,call,présent,Il/elle,appelle,42
Appeler,call,passé composé,Il/elle,a appelé,42
Appeler,call,imparfait,Il/elle,appelait,42
Appeler,call,plus-que-parfait,Il/elle,avait appelé,42
Appeler,call,présent,Nous,appelons,42
Appeler,call,passé composé,Nous,avons appelé,42
Appeler,call,imparfait,Nous,appelions,42
Appeler,call,plus-que-parfait,Nous,avions appelé,42
Appeler,call,présent,Vous,appelez,42
Appeler,call,passé composé,Vous,avez appelé,42
Appeler,call,imparfait,Vous,appeliez,42
Appeler,call,plus-que-parfait,Vous,aviez appelé,42
Appeler,call,présent,Ils/elles,appellent,42
Appeler,call,passé composé,Ils/elles,ont appelé,42
Appeler,call,imparfait,Ils/elles,appelaient,42
Appeler,call,plus-que-parfait,Ils/elles,avaient appelé,42
Appeler,call,futur simple,J',appellerai,42
Appeler,call,futur antérieur,J',aurai appelé,42
Appeler,call,futur simple,Tu,appelleras,42
Appeler,call,futur antérieur,Tu,auras appelé,42
Appeler,call,futur simple,Il/elle,appellera,42
Appeler,call,futur antérieur,Il/elle,aura appelé,42
Appeler,call,futur simple,Nous,appellerons,42
Appeler,call,futur antérieur,Nous,aurons appelé,42
Appeler,call,futur simple,Vous,appellerez,42
